NCBI accession number,name of host,genus,family,order,class,phylum,domain
NC_005363.1,Bdellovibrio bacteriovorus HD100,Bdellovibrio,Bdellovibrionaceae,Bdellovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria
NC_005955.1,Bartonella quintana str. Toulouse,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_005835.1,Thermus thermophilus HB27,Thermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus,Bacteria
NC_006576.1,Synechococcus elongatus PCC 6301,Synechococcus,,Chroococcales,,Cyanobacteria,Bacteria
NC_006368.1,Legionella pneumophila str. Paris,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_006322.1,Bacillus licheniformis DSM 13 = ATCC 14580,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_005823.1,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,Leptospira,Leptospiraceae,,Spirochaetia,Spirochaetes,Bacteria
NC_005810.1,Yersinia pestis biovar Microtus str. 91001,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007530.2,Bacillus anthracis str. 'Ames Ancestor',Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_006360.1,Mycoplasma hyopneumoniae 232,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
NC_006369.1,Legionella pneumophila str. Lens,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_006449.1,Streptococcus thermophilus CNRZ1066,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_006086.1,Streptococcus pyogenes MGAS10394,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AAFV01,Streptococcus pyogenes M49 591,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_005791.1,Methanococcus maripaludis S2,Methanococcus,Methanococcaceae,Methanococcales,Methanococci,Euryarchaeota,Archaea
AAGC01,Wolbachia endosymbiont of Drosophila simulans,Wolbachia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
AAMJ02,Shigella dysenteriae 1012,Shigella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AAFL01,Campylobacter coli RM2228,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
AAIQ02,Burkholderia mallei FMH,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AAIR02,Burkholderia mallei JHU,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AAJO01,Streptococcus agalactiae 18RS21,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AAJS01,Streptococcus agalactiae H36B,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AAJU02,Escherichia coli F11,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AAJV02,Escherichia coli E22,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AAJW02,Escherichia coli E110019,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AAJX02,Escherichia coli B171,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AAMK02,Escherichia coli 101-1,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007005.1,Pseudomonas syringae pv. syringae B728a,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007606.1,Shigella dysenteriae Sd197,Shigella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_006833.1,Wolbachia endosymbiont strain TRS of Brugia malayi,Wolbachia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_007633.1,Mycoplasma capricolum subsp. capricolum ATCC 27343,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
CP000086.1,Burkholderia thailandensis E264,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NC_006840.2,Vibrio fischeri ES114,Aliivibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007643.1,Rhodospirillum rubrum ATCC 11170,Rhodospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_007503.1,Carboxydothermus hydrogenoformans Z-2901,Carboxydothermus,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria
NC_006814.3,Lactobacillus acidophilus NCFM,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AAGP01,Brevibacterium linens BL2,Brevibacterium,Brevibacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NC_007644.1,Moorella thermoacetica ATCC 39073,Moorella,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria
CP000109.2,Thiomicrospira crunogena XCL-2,Thiomicrospira,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007575.1,Sulfurimonas denitrificans DSM 1251,Sulfurimonas,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
NC_007498.2,Pelobacter carbinolicus DSM 2380,Pelobacter,Pelobacteraceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,Bacteria
NC_007645.1,Hahella chejuensis KCTC 2396,Hahella,Hahellaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007677.1,Salinibacter ruber DSM 13855,Salinibacter,Rhodothermaceae,Bacteroidetes Order II. Incertae sedis,,Bacteroidetes,Bacteria
NC_007204.1,Psychrobacter arcticus 273-4,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AALZ01,Sulfitobacter sp. NAS-14.1,Sulfitobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_012731.1,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,Klebsiella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_006932.1,Brucella abortus bv. 1 str. 9-941,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_007335.2,Prochlorococcus marinus str. NATL2A,Prochlorococcus,Prochlorococcaceae,Prochlorales,,Cyanobacteria,Bacteria
NC_007577.1,Prochlorococcus marinus str. MIT 9312,Prochlorococcus,Prochlorococcaceae,Prochlorales,,Cyanobacteria,Bacteria
NC_007297.1,Streptococcus pyogenes MGAS5005,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AAKL01,Ralstonia solanacearum UW551,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AAJQ01,Streptococcus agalactiae CJB111,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AAJM01,Bacillus thuringiensis serovar israelensis ATCC 35646,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CM000832.1,Burkholderia pseudomallei 1710a,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CM000774.1,Burkholderia pseudomallei 1106b,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AAHR02,Burkholderia pseudomallei 1655,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AAHW02,Burkholderia pseudomallei S13,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AAKJ02,Vibrio cholerae V52,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
AAKR01,Mycobacterium tuberculosis C,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NC_007355.1,Methanosarcina barkeri str. Fusaro,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea
NC_006624.1,Thermococcus kodakarensis KOD1,Thermococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea
NC_007181.1,Sulfolobus acidocaldarius DSM 639,Sulfolobus,Sulfolobaceae,Sulfolobales,Thermoprotei,Crenarchaeota,Archaea
NC_007426.1,Natronomonas pharaonis DSM 2160,Natronomonas,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea
NC_007295.1,Mycoplasma hyopneumoniae J,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
NC_007384.1,Shigella sonnei Ss046,Shigella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007604.1,Synechococcus elongatus PCC 7942,Synechococcus,,Chroococcales,,Cyanobacteria,Bacteria
NC_007164.1,Corynebacterium jeikeium K411,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NC_007484.1,Nitrosococcus oceani ATCC 19707,Nitrosococcus,Chromatiaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007205.1,Candidatus Pelagibacter ubique HTCC1062,Candidatus Pelagibacter,,,Alphaproteobacteria,Proteobacteria,Bacteria
NC_007613.1,Shigella boydii Sb227,Shigella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007618.1,Brucella abortus 2308,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_006834.1,Xanthomonas oryzae pv. oryzae KACC 10331,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007347.1,Ralstonia eutropha JMP134,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NC_007517.1,Geobacter metallireducens GS-15,Geobacter,Geobacteraceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,Bacteria
NC_007333.1,Thermobifida fusca YX,Thermobifida,Nocardiopsaceae,Streptosporangiales,Actinobacteria,Actinobacteria,Bacteria
NC_007354.1,Ehrlichia canis str. Jake,Ehrlichia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_007168.1,Staphylococcus haemolyticus JCSC1435,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AAEW02,Desulfuromonas acetoxidans DSM 684,Desulfuromonas,Desulfuromonadaceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,Bacteria
NC_007404.1,Thiobacillus denitrificans ATCC 25259,Thiobacillus,Hydrogenophilaceae,Hydrogenophilales,Betaproteobacteria,Proteobacteria,Bacteria
NC_006677.1,Gluconobacter oxydans 621H,Gluconobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
AAGB01,Wolbachia endosymbiont of Drosophila ananassae,Wolbachia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_007406.1,Nitrobacter winogradskyi Nb-255,Nitrobacter,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_007292.1,Candidatus Blochmannia pennsylvanicus str. BPEN,Candidatus Blochmannia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007109.1,Rickettsia felis URRWXCal2,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_007614.1,Nitrosospira multiformis ATCC 25196,Nitrosospira,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria
NC_007514.1,Chlorobium chlorochromatii CaD3,Chlorobium,Chlorobiaceae,Chlorobiales,Chlorobia,Chlorobi,Bacteria
NC_007350.1,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AALD02,Yersinia mollaretii ATCC 43969,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007298.1,Dechloromonas aromatica RCB,Dechloromonas,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Proteobacteria,Bacteria
NC_007413.1,Anabaena variabilis ATCC 29413,Anabaena,Nostocaceae,Nostocales,,Cyanobacteria,Bacteria
NC_007294.1,Mycoplasma synoviae 53,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
NC_007512.1,Chlorobium luteolum DSM 273,Pelodictyon,Chlorobiaceae,Chlorobiales,Chlorobia,Chlorobi,Bacteria
NC_007576.1,Lactobacillus sakei subsp. sakei 23K,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_007481.1,Pseudoalteromonas haloplanktis TAC125,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AALY01,Roseovarius nubinhibens ISM,Roseovarius,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
AALC02,Yersinia bercovieri ATCC 43970,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007626.1,Magnetospirillum magneticum AMB-1,Magnetospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_007508.1,Xanthomonas campestris pv. vesicatoria str. 85-10,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007519.1,Desulfovibrio alaskensis G20,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria
NC_007513.1,Synechococcus sp. CC9902,Synechococcus,,Chroococcales,,Cyanobacteria,Bacteria
AALV01,Sulfitobacter sp. EE-36,Sulfitobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
AAMQ01,Oceanicaulis sp. HTCC2633,Oceanicaulis,Hyphomonadaceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_007510.1,Burkholderia lata,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NC_007516.1,Synechococcus sp. CC9605,Synechococcus,,Chroococcales,,Cyanobacteria,Bacteria
AALF02,Yersinia intermedia ATCC 29909,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AAFJ01,Campylobacter upsaliensis RM3195,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
NC_007356.1,Dehalococcoides mccartyi CBDB1,Dehalococcoides,Dehalococcoidaceae,Dehalococcoidales,Dehalococcoidia,Chloroflexi,Bacteria
NC_006831.1,Ehrlichia ruminantium str. Gardel,Ehrlichia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_007434.1,Burkholderia pseudomallei 1710b,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NC_007332.1,Mycoplasma hyopneumoniae 7448,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
NC_007432.1,Streptococcus agalactiae A909,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_007146.2,Haemophilus influenzae 86-028NP,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007086.1,Xanthomonas campestris pv. campestris str. 8004,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007492.2,Pseudomonas fluorescens Pf0-1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007429.1,Chlamydia trachomatis A/HAR-13,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae,Bacteria
NC_006832.1,Ehrlichia ruminantium str. Welgevonden,Ehrlichia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_006905.1,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,Salmonella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007622.1,Staphylococcus aureus RF122,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_007296.1,Streptococcus pyogenes MGAS6180,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AAIF01,Ehrlichia chaffeensis str. Sapulpa,Ehrlichia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
AAKF03,Vibrio cholerae MO10,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
AAKH03,Vibrio cholerae RC385,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
AAHN02,Burkholderia mallei ATCC 10399,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AAKI02,Vibrio cholerae V51,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
AAHO01,Burkholderia mallei GB8 horse 4,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AAJP01,Streptococcus agalactiae 515,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AAKB02,Escherichia coli 53638,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AAQP01,Wolbachia endosymbiont of Drosophila willistoni TSC#14030-0811.24,Wolbachia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
AAUP02,Coxiella burnetii 'MSU Goat Q177',Coxiella,Coxiellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
AANL01,Candidatus Sulcia muelleri str. Hc (Homalodisca coagulata),Candidatus Sulcia,,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
CM000287.4,Peptoclostridium difficile QCD-32g58,Peptoclostridium,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AANX02,Burkholderia mallei 2002721280,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AARI02,Listeria monocytogenes FSL F2-515,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AARM02,Listeria monocytogenes FSL J2-003,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AARO02,Listeria monocytogenes FSL J2-064,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AARY02,Listeria monocytogenes LO28,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_007795.1,Staphylococcus aureus subsp. aureus NCTC 8325,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_008611.1,Mycobacterium ulcerans Agy99,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NC_007778.1,Rhodopseudomonas palustris HaA2,Rhodopseudomonas,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_008599.1,Campylobacter fetus subsp. fetus 82-40,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
NC_008526.1,Lactobacillus casei ATCC 334,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_007940.1,Rickettsia bellii RML369-C,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_008618.1,Bifidobacterium adolescentis ATCC 15703,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
NC_008255.1,Cytophaga hutchinsonii ATCC 33406,Cytophaga,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
NC_008530.1,Lactobacillus gasseri ATCC 33323 = JCM 1131,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_007794.1,Novosphingobium aromaticivorans DSM 12444,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_008531.1,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,Leuconostoc,Leuconostocaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_007798.1,Neorickettsia sennetsu str. Miyayama,Neorickettsia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_008525.1,Pediococcus pentosaceus ATCC 25745,Pediococcus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CP000284.1,Methylobacillus flagellatus KT,Methylobacillus,Methylophilaceae,Methylophilales,Betaproteobacteria,Proteobacteria,Bacteria
NC_007984.1,Baumannia cicadellinicola str. Hc (Homalodisca coagulata),,,,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007929.1,Lactobacillus salivarius UCC118,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_008609.1,Pelobacter propionicus DSM 2379,Pelobacter,Pelobacteraceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,Bacteria
NC_008228.1,Pseudoalteromonas atlantica T6c,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_007716.1,Aster yellows witches'-broom phytoplasma AYWB,Candidatus Phytoplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Tenericutes,Bacteria
NC_008268.1,Rhodococcus jostii RHA1,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NC_007908.1,Rhodoferax ferrireducens T118,Rhodoferax,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NC_007969.1,Psychrobacter cryohalolentis K5,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_008340.1,Alkalilimnicola ehrlichii MLHE-1,Alkalilimnicola,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_008570.1,Aeromonas hydrophila subsp. hydrophila ATCC 7966,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_008709.1,Psychromonas ingrahamii 37,Psychromonas,Psychromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_008686.1,Paracoccus denitrificans PD1222,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_008699.1,Nocardioides sp. JS614,Nocardioides,Nocardioidaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria
NC_008254.1,Chelativorans sp. BNC1,Chelativorans,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
